locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Xiphophorus_maculatus.X_maculatus.5.0.male.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Oryzias_melastigma.Om_v0.7.RACA.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Lepisosteus_oculatus.LepOcu1.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Danio_rerio.GRCz11.pep.all.vs.Indian.medaka.pep.all.txt.RBH,geneID,diffexpressed,Entrenz_id,Species,gene_name,gene
FQA47_016855,120.614017,0.437740185,0.217781987,2.009992612,0.044431971,0.578775274,ENSXMAG00000001467,ENSOMEG00000023060,ENSLOCG00000002330,ENSDARG00000063140,ENSOMEG00000023060,UP,112163082,Oryzias melastigma,exonuclease 3'-5' domain containing 3(exd3),exd3
FQA47_023683,665.3487818,-0.644110169,0.229521692,-2.806315006,0.005011168,0.212560099,ENSXMAG00000003687,ENSOMEG00000013178,ENSLOCG00000009836,ENSDARG00000035871,ENSOMEG00000013178,DOWN,112138507,Oryzias melastigma,ribosomal protein L30(rpl30),rpl30
FQA47_007380,808.0604374,-0.416724043,0.204308765,-2.039677754,0.041382432,0.556897446,ENSXMAG00000004234,ENSOMEG00000015977,ENSLOCG00000016762,ENSDARG00000002745,ENSOMEG00000015977,DOWN,112158330,Oryzias melastigma,L-threonine dehydrogenase(tdh),tdh
FQA47_010344,871.6046982,-0.424769038,0.185141715,-2.29429137,0.021773768,0.431207491,ENSXMAG00000029523,ENSOMEG00000001054,ENSLOCG00000011807,ENSDARG00000090914,ENSOMEG00000001054,DOWN,112145534,Oryzias melastigma,Krueppel-like factor 15(si:ch211-117k10.3),si:ch211-117k10.3
FQA47_001031,92.64013346,0.425447914,0.212022069,2.006620896,0.044790045,0.57989834,ENSXMAG00000006720,ENSOMEG00000015675,ENSLOCG00000015813,ENSDARG00000098141,ENSOMEG00000015675,UP,112138735,Oryzias melastigma,"SPT3 homolog, SAGA and STAGA complex component(supt3h)",supt3h
FQA47_024551,834.9269432,-0.528424576,0.167711424,-3.150796544,0.001628259,0.112231454,ENSXMAG00000002290,ENSOMEG00000017343,ENSLOCG00000014560,ENSDARG00000052304,ENSOMEG00000017343,DOWN,112159278,Oryzias melastigma,"cytochrome b-c1 complex subunit 1, mitochondrial(LOC112159278)",LOC112159278
FQA47_017143,1004.382136,0.242182455,0.12078249,2.005112288,0.044951044,0.580101067,ENSXMAG00000028744,ENSOMEG00000016511,ENSLOCG00000014985,ENSDARG00000011027,ENSOMEG00000016511,UP,112148278,Oryzias melastigma,fibroblast growth factor receptor 1a(fgfr1a),fgfr1a
FQA47_009447,729.5794361,-0.624518828,0.224880506,-2.777114123,0.005484392,0.221167097,ENSXMAG00000027632,ENSOMEG00000006715,ENSLOCG00000002433,ENSDARG00000017445,ENSOMEG00000006715,DOWN,112140745,Oryzias melastigma,"eukaryotic translation initiation factor 3, subunit I(eif3i)",eif3i
FQA47_005202,878.009042,-0.527698182,0.114440045,-4.611132248,4.00E-06,0.002905666,ENSXMAG00000012641,ENSOMEG00000005760,ENSLOCG00000000045,ENSDARG00000036438,ENSOMEG00000005760,DOWN,112162637,Oryzias melastigma,NADH:ubiquinone oxidoreductase core subunit V1(ndufv1),ndufv1
FQA47_005693,836.3344464,-0.473120444,0.235440625,-2.009510651,0.044483006,0.578775274,ENSXMAG00000000848,ENSOMEG00000016565,ENSLOCG00000014723,ENSDARG00000069476,ENSOMEG00000016565,DOWN,112149899,Oryzias melastigma,"serine peptidase inhibitor, Kunitz type, 2(spint2)",spint2
FQA47_003463,777.6369382,-0.508038876,0.165207628,-3.075153872,0.00210394,0.129066993,ENSXMAG00000003131,ENSOMEG00000014874,ENSLOCG00000015085,ENSDARG00000102020,ENSOMEG00000014874,DOWN,112140368,Oryzias melastigma,patatin-like phospholipase domain containing 3(pnpla3),pnpla3
FQA47_020330,843.6390464,-0.452118179,0.118140951,-3.826938705,0.000129747,0.024587988,ENSXMAG00000012365,ENSOMEG00000000523,ENSLOCG00000000389,ENSDARG00000002792,ENSOMEG00000000523,DOWN,112158965,Oryzias melastigma,coatomer subunit delta(LOC112158965),LOC112158965
FQA47_019276,54.83132312,0.509208715,0.25402528,2.004559212,0.045010191,0.580101067,ENSXMAG00000011680,ENSOMEG00000017556,ENSLOCG00000008997,ENSDARG00000073866,ENSOMEG00000017556,UP,112160791,Oryzias melastigma,tyrosyl-DNA phosphodiesterase 1(tdp1),tdp1
FQA47_013829,1022.433958,-0.284286886,0.139603953,-2.036381348,0.041712077,0.559258966,ENSXMAG00000006016,ENSOMEG00000008290,ENSLOCG00000006546,ENSDARG00000062237,ENSOMEG00000008290,DOWN,112139994,Oryzias melastigma,NFS1 cysteine desulfurase(nfs1),nfs1
FQA47_021761,975.204352,-0.33906732,0.12789608,-2.651115815,0.008022633,0.273826254,ENSXMAG00000007800,ENSOMEG00000015274,ENSLOCG00000015964,ENSDARG00000024195,ENSOMEG00000015274,DOWN,112158197,Oryzias melastigma,zinc finger protein 395b(znf395b),znf395b
FQA47_008820,851.1685439,-0.82037901,0.193877678,-4.231425797,2.32E-05,0.008934633,ENSXMAG00000008900,ENSOMEG00000017294,ENSLOCG00000009351,ENSDARG00000016721,ENSOMEG00000017294,DOWN,112143854,Oryzias melastigma,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)(sdha)",sdha
FQA47_011728,858.7860428,-0.676644532,0.172347323,-3.926051882,8.64E-05,0.019214799,ENSXMAG00000010737,ENSOMEG00000006853,ENSLOCG00000016197,ENSDARG00000017891,ENSOMEG00000006853,DOWN,112158101,Oryzias melastigma,t-complex 1(tcp1),tcp1
FQA47_019115,878.1398464,-0.373613358,0.133303073,-2.80273628,0.005067108,0.21338997,ENSXMAG00000016084,ENSOMEG00000004203,ENSLOCG00000008180,ENSDARG00000044345,ENSOMEG00000004203,DOWN,112150302,Oryzias melastigma,cytoplasmic FMR1 interacting protein 1(cyfip1),cyfip1
FQA47_022517,982.0435403,-0.359017752,0.140148632,-2.561692883,0.010416338,0.311137142,ENSXMAG00000006913,ENSOMEG00000004014,ENSLOCG00000013123,ENSDARG00000004581,ENSOMEG00000004014,DOWN,112158320,Oryzias melastigma,SEL1L adaptor subunit of SYVN1 ubiquitin ligase(sel1l),sel1l
FQA47_013654,892.8565174,-0.806366797,0.166609185,-4.839870013,1.30E-06,0.001371856,ENSXMAG00000008742,ENSOMEG00000014361,ENSLOCG00000015678,ENSDARG00000107385,ENSOMEG00000014361,DOWN,112152261,Oryzias melastigma,alanyl-tRNA synthetase 1(aars1),aars1
FQA47_015834,1000.792637,-0.304108737,0.129944013,-2.340305878,0.019267952,0.410006379,ENSXMAG00000004114,ENSOMEG00000019803,ENSLOCG00000012077,ENSDARG00000003035,ENSOMEG00000019803,DOWN,112137843,Oryzias melastigma,heat shock protein 9(hspa9),hspa9
FQA47_024566,894.567024,-0.393657059,0.142139563,-2.769510831,0.005614054,0.224156103,ENSXMAG00000017683,ENSOMEG00000015749,ENSLOCG00000008680,ENSDARG00000102142,ENSOMEG00000015749,DOWN,112144711,Oryzias melastigma,endothelin converting enzyme 1(ece1),ece1
FQA47_003854,996.1273647,-0.388534733,0.174290749,-2.229233249,0.025798389,0.461680268,ENSXMAG00000018709,ENSOMEG00000003152,ENSLOCG00000006818,ENSDARG00000033160,ENSOMEG00000003152,DOWN,112136691,Oryzias melastigma,"nuclear receptor subfamily 1, group D, member 2a(nr1d2a)",nr1d2a
FQA47_009774,880.5103596,-0.420470699,0.210932174,-1.993392906,0.04621844,0.586553765,ENSXMAG00000011464,ENSOMEG00000016294,ENSLOCG00000006223,ENSDARG00000031161,ENSOMEG00000016294,DOWN,112159272,Oryzias melastigma,"nuclear receptor subfamily 1, group D, member 4a(nr1d4a)",nr1d4a
FQA47_006575,27.44186769,1.082925723,0.540270067,2.004415548,0.045025565,0.580101067,ENSXMAG00000024055,ENSOMEG00000020939,ENSLOCG00000002829,ENSDARG00000088332,ENSOMEG00000020939,UP,112160397,Oryzias melastigma,ALX homeobox 4a(alx4a),alx4a
FQA47_011514,706.8348952,-0.704731283,0.323081379,-2.18128103,0.029162637,0.486093021,ENSXMAG00000025164,ENSOMEG00000013240,ENSLOCG00000005469,ENSDARG00000025850,ENSOMEG00000013240,DOWN,112159602,Oryzias melastigma,ribosomal protein S21(rps21),rps21
FQA47_012907,293.2163134,0.327747718,0.16358377,2.00354667,0.045118643,0.580416835,ENSXMAG00000016946,ENSOMEG00000019520,ENSLOCG00000001005,ENSDARG00000103743,ENSOMEG00000019520,UP,112154629,Oryzias melastigma,syntaxin binding protein 4(stxbp4),stxbp4
FQA47_014336,1024.911916,-0.421566914,0.096683485,-4.360278431,1.30E-05,0.006321353,ENSXMAG00000010505,ENSOMEG00000012395,ENSLOCG00000014802,ENSDARG00000075048,ENSOMEG00000012395,DOWN,112153425,Oryzias melastigma,LON peptidase N-terminal domain and ring finger 4(lonrf4),lonrf4
FQA47_012847,52.44367464,0.52622803,0.262945472,2.001281962,0.045362013,0.58215914,ENSXMAG00000019978,ENSOMEG00000003286,ENSLOCG00000002831,ENSDARG00000016112,ENSOMEG00000003286,UP,112151633,Oryzias melastigma,Bardet-Biedl syndrome 12(bbs12),bbs12
FQA47_004014,838.5150332,-0.78852873,0.178527534,-4.416846588,1.00E-05,0.005298419,ENSXMAG00000015095,ENSOMEG00000019265,ENSLOCG00000010934,ENSDARG00000053485,ENSOMEG00000019265,DOWN,112157997,Oryzias melastigma,"methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial(LOC112157997)",LOC112157997
FQA47_015709,886.3448582,-0.391363541,0.155591072,-2.515334174,0.011891961,0.328562362,ENSXMAG00000007113,ENSOMEG00000005302,ENSLOCG00000012012,ENSDARG00000029011,ENSOMEG00000005302,DOWN,112137500,Oryzias melastigma,"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble(xpnpep1)",xpnpep1
FQA47_012130,917.6247711,-0.344803493,0.128057812,-2.69256117,0.007090553,0.257224994,ENSXMAG00000025006,ENSOMEG00000017739,ENSLOCG00000016269,ENSDARG00000101813,ENSOMEG00000017739,DOWN,112153449,Oryzias melastigma,nucleosome assembly protein 1-like 1(nap1l1),nap1l1
FQA47_018835,896.470612,-0.410629911,0.155229525,-2.645308047,0.008161658,0.276041391,ENSXMAG00000011866,ENSOMEG00000018956,ENSLOCG00000008600,ENSDARG00000078311,ENSOMEG00000018956,DOWN,112154933,Oryzias melastigma,ddb1 and cul4 associated factor 6(dcaf6),dcaf6
FQA47_006872,19.60755929,1.144654313,0.572535971,1.999270564,0.045579087,0.583063043,ENSXMAG00000023901,ENSOMEG00000017863,ENSLOCG00000008031,ENSDARG00000101585,ENSOMEG00000017863,UP,112151473,Oryzias melastigma,very-long-chain enoyl-CoA reductase(LOC112151473),LOC112151473
FQA47_000713,1054.935164,-0.439968451,0.176073927,-2.498771162,0.012462476,0.333880246,ENSXMAG00000000666,ENSOMEG00000011753,ENSLOCG00000000589,ENSDARG00000022968,ENSOMEG00000011753,DOWN,112150662,Oryzias melastigma,FMR1 autosomal homolog 1(fxr1),fxr1
FQA47_001892,903.405222,-0.308081956,0.152350817,-2.022187746,0.04315696,0.5684273,ENSXMAG00000021915,ENSOMEG00000010734,ENSLOCG00000005751,ENSDARG00000006370,ENSOMEG00000010734,DOWN,112147534,Oryzias melastigma,ATPase H+ transporting V1 subunit H(atp6v1h),atp6v1h
FQA47_003611,357.5772738,0.287594364,0.143959183,1.997749344,0.045743842,0.584021677,ENSXMAG00000008187,ENSOMEG00000019995,ENSLOCG00000000541,ENSDARG00000063677,ENSOMEG00000019995,UP,112151333,Oryzias melastigma,cyclin Y(ccny),ccny
FQA47_018341,1137.145414,-0.494921934,0.178037082,-2.779881177,0.005437879,0.221167097,ENSXMAG00000005669,ENSOMEG00000011541,ENSLOCG00000009054,ENSDARG00000053644,ENSOMEG00000011541,DOWN,112157276,Oryzias melastigma,"aspartate aminotransferase, cytoplasmic(LOC112157276)",LOC112157276
FQA47_016719,941.2136469,-0.804934891,0.15352914,-5.242880202,1.58E-07,0.000538734,ENSXMAG00000011878,ENSOMEG00000019582,ENSLOCG00000003369,ENSDARG00000008292,ENSOMEG00000019582,DOWN,112158966,Oryzias melastigma,"eukaryotic translation initiation factor 2, subunit 3 gamma(eif2s3)",eif2s3
FQA47_013417,901.0227912,-0.582370271,0.182520238,-3.190716154,0.001419206,0.103859729,ENSXMAG00000008471,ENSOMEG00000015008,ENSLOCG00000012805,ENSDARG00000013307,ENSOMEG00000015008,DOWN,112153824,Oryzias melastigma,60S ribosomal protein L19(LOC112153824),LOC112153824
FQA47_013022,946.0583962,-0.641427033,0.191864993,-3.343116539,0.000828431,0.07783816,ENSXMAG00000003710,ENSOMEG00000006009,ENSLOCG00000014429,ENSDARG00000062350,ENSOMEG00000006009,DOWN,112152831,Oryzias melastigma,"synemin, intermediate filament protein(synm)",synm
FQA47_024547,851.1793372,-0.792123855,0.217576331,-3.640671084,0.000271928,0.038979782,ENSXMAG00000014707,ENSOMEG00000014872,ENSLOCG00000004916,ENSDARG00000070437,ENSOMEG00000014872,DOWN,112145612,Oryzias melastigma,60S ribosomal protein L22(LOC112145612),LOC112145612
FQA47_003793,906.1623691,-0.816868992,0.202255559,-4.038796252,5.37E-05,0.014542192,ENSXMAG00000017136,ENSOMEG00000020068,ENSLOCG00000006808,ENSDARG00000009285,ENSOMEG00000020068,DOWN,112162526,Oryzias melastigma,ribosomal protein L15(rpl15),rpl15
FQA47_007202,888.9730737,-0.908088144,0.187944498,-4.831682518,1.35E-06,0.001371856,ENSXMAG00000007335,ENSOMEG00000009223,ENSLOCG00000004174,ENSDARG00000021252,ENSOMEG00000009223,DOWN,112142925,Oryzias melastigma,"chaperonin containing TCP1, subunit 6A (zeta 1)(cct6a)",cct6a
FQA47_008223,896.5345463,-0.530131211,0.215706615,-2.457649292,0.013984967,0.357598113,ENSXMAG00000000361,ENSOMEG00000000311,ENSLOCG00000001044,ENSDARG00000103433,ENSOMEG00000000311,DOWN,112136262,Oryzias melastigma,ribosomal protein L14(rpl14),rpl14
FQA47_016846,976.6242448,-0.517164209,0.204627613,-2.527343208,0.011492913,0.323923807,ENSXMAG00000025901,ENSOMEG00000015757,ENSLOCG00000015194,ENSDARG00000010641,ENSOMEG00000015757,DOWN,112148045,Oryzias melastigma,solute carrier family 20 member 2(slc20a2),slc20a2
FQA47_023283,1199.051738,-0.535056555,0.194715605,-2.747887392,0.005998061,0.231311911,ENSXMAG00000000356,ENSOMEG00000008707,ENSLOCG00000000074,ENSDARG00000013776,ENSOMEG00000008707,DOWN,112136800,Oryzias melastigma,thimet oligopeptidase 1(thop1),thop1
FQA47_020320,923.1552128,-0.573797849,0.175465346,-3.270149135,0.001074908,0.089279755,ENSXMAG00000013740,ENSOMEG00000000831,ENSLOCG00000007037,ENSDARG00000036848,ENSOMEG00000000831,DOWN,112157084,Oryzias melastigma,large neutral amino acids transporter small subunit 3(LOC112157084),LOC112157084
FQA47_018364,921.1663441,-0.600595874,0.224313376,-2.677485781,0.0074177,0.262489723,ENSXMAG00000005190,ENSOMEG00000009716,ENSLOCG00000003073,ENSDARG00000005791,ENSOMEG00000009716,DOWN,112163003,Oryzias melastigma,ribosomal protein L28(rpl28),rpl28
FQA47_004385,1071.767929,-0.57803726,0.180553527,-3.201473093,0.001367268,0.102118867,ENSXMAG00000013963,ENSOMEG00000021138,ENSLOCG00000012886,ENSDARG00000018124,ENSOMEG00000021138,DOWN,112139400,Oryzias melastigma,"proteasome 26S subunit, non-ATPase 3(psmd3)",psmd3
FQA47_020223,324.9301847,0.267811828,0.134228471,1.995193909,0.046021735,0.586553765,ENSXMAG00000000680,ENSOMEG00000020243,ENSLOCG00000010787,ENSDARG00000011571,ENSOMEG00000020243,UP,112155308,Oryzias melastigma,calcitonin receptor-like a(calcrla),calcrla
FQA47_003515,1091.598319,-0.467090427,0.211712347,-2.206250296,0.027366479,0.472429897,ENSXMAG00000014723,ENSOMEG00000022325,ENSLOCG00000014174,ENSDARG00000040131,ENSOMEG00000022325,DOWN,112147745,Oryzias melastigma,"zinc finger, FYVE domain containing 26(zfyve26)",zfyve26
FQA47_006531,925.6013084,-0.676726885,0.185778852,-3.642647581,0.000269848,0.038979782,ENSXMAG00000003221,ENSOMEG00000001728,ENSLOCG00000004063,ENSDARG00000099380,ENSOMEG00000001728,DOWN,112160474,Oryzias melastigma,ribosomal protein L13(rpl13),rpl13
FQA47_015519,1007.578379,-0.667485481,0.272339997,-2.450927103,0.014248881,0.359351329,ENSXMAG00000013088,ENSOMEG00000021044,ENSLOCG00000015553,ENSDARG00000045677,ENSOMEG00000021044,DOWN,112157307,Oryzias melastigma,"opsin 1 (cone pigments), short-wave-sensitive 1(opn1sw1)",opn1sw1
FQA47_014998,1092.065962,-0.793947623,0.163278496,-4.862536372,1.16E-06,0.001279538,ENSXMAG00000017547,ENSOMEG00000009619,ENSLOCG00000007229,ENSDARG00000016173,ENSOMEG00000009619,DOWN,112162488,Oryzias melastigma,"chaperonin containing TCP1, subunit 3 (gamma)(cct3)",cct3
FQA47_004381,1113.093566,-0.571804972,0.17791264,-3.213964849,0.001309157,0.099796649,ENSXMAG00000018792,ENSOMEG00000021022,ENSLOCG00000013753,ENSDARG00000104889,ENSOMEG00000021022,DOWN,112139404,Oryzias melastigma,karyopherin (importin) beta 1(kpnb1),kpnb1
FQA47_009264,994.3232867,-0.805598837,0.227766967,-3.536943261,0.000404787,0.049898793,ENSXMAG00000000442,ENSOMEG00000006336,ENSLOCG00000004812,ENSDARG00000077664,ENSOMEG00000006336,DOWN,112140731,Oryzias melastigma,uncharacterized LOC112140731(zgc:110239),zgc:110239
FQA47_013019,456.4788372,0.452929476,0.227186348,1.993647421,0.046190599,0.586553765,ENSXMAG00000003867,ENSOMEG00000023664,ENSLOCG00000016044,ENSDARG00000033042,ENSOMEG00000023664,UP,112152061,Oryzias melastigma,protein tyrosine phosphatase receptor type Ja(ptprja),ptprja
FQA47_023428,1102.342803,-0.437087968,0.201698003,-2.167041627,0.03023168,0.492448158,ENSXMAG00000008039,ENSOMEG00000016436,ENSLOCG00000011103,ENSDARG00000111939,ENSOMEG00000016436,DOWN,112137117,Oryzias melastigma,activating transcription factor 4a(atf4a),atf4a
FQA47_008878,1062.076212,-0.7578817,0.202367994,-3.74506702,0.000180346,0.030129584,ENSXMAG00000008760,ENSOMEG00000008874,ENSLOCG00000000826,ENSDARG00000007385,ENSOMEG00000008874,DOWN,112156036,Oryzias melastigma,"chaperonin containing TCP1, subunit 7 (eta)(cct7)",cct7
FQA47_010444,1148.534407,-0.615468445,0.223104021,-2.758661376,0.005803864,0.227501594,ENSXMAG00000011690,ENSOMEG00000018971,ENSLOCG00000016794,ENSDARG00000060494,ENSOMEG00000018971,DOWN,112161148,Oryzias melastigma,glutamyl-prolyl-tRNA synthetase 1(eprs1),eprs1
FQA47_010967,1217.288486,-0.473269051,0.162155541,-2.918611655,0.003515939,0.176799532,ENSXMAG00000006708,ENSOMEG00000020848,ENSLOCG00000001706,ENSDARG00000074120,ENSOMEG00000020848,DOWN,112149180,Oryzias melastigma,ubiquitin specific peptidase 2a(usp2a),usp2a
FQA47_017545,1029.140892,-0.507850495,0.177068375,-2.86810389,0.004129399,0.192542073,ENSXMAG00000014157,ENSOMEG00000018129,ENSLOCG00000000798,ENSDARG00000005927,ENSOMEG00000018129,DOWN,112146742,Oryzias melastigma,"TBC1 domain family, member 17(tbc1d17)",tbc1d17
FQA47_017814,913.5864997,-0.816236098,0.213135825,-3.829652279,0.000128324,0.024546256,ENSXMAG00000018406,ENSOMEG00000012144,ENSLOCG00000003561,ENSDARG00000015676,ENSOMEG00000012144,DOWN,112149260,Oryzias melastigma,NMD3 ribosome export adaptor(nmd3),nmd3
FQA47_010039,1065.235109,-0.472794998,0.182968776,-2.584020114,0.00976561,0.302424266,ENSXMAG00000005638,ENSOMEG00000022029,ENSLOCG00000004682,ENSDARG00000003189,ENSOMEG00000022029,DOWN,112150435,Oryzias melastigma,"proteasome 26S subunit, non-ATPase 1(psmd1)",psmd1
FQA47_017501,1207.203072,-0.470664339,0.200496127,-2.347498406,0.018899954,0.405017243,ENSXMAG00000014211,ENSOMEG00000018160,ENSLOCG00000000822,ENSDARG00000074667,ENSOMEG00000018160,DOWN,112146580,Oryzias melastigma,AKT1 substrate 1 (proline-rich)(akt1s1),akt1s1
FQA47_005011,1254.009641,-0.284981507,0.133608875,-2.132953423,0.032928547,0.509880131,ENSXMAG00000010881,ENSOMEG00000018894,ENSLOCG00000011874,ENSDARG00000098288,ENSOMEG00000018894,DOWN,112161454,Oryzias melastigma,Tax1 (human T-cell leukemia virus type I) binding protein 1a(tax1bp1a),tax1bp1a
FQA47_012309,1188.668451,-0.440141875,0.167715808,-2.624331485,0.008681924,0.28374361,ENSXMAG00000009169,ENSOMEG00000015394,ENSLOCG00000005173,ENSDARG00000031317,ENSOMEG00000015394,DOWN,112159800,Oryzias melastigma,pancreatic progenitor cell differentiation and proliferation factor b(ppdpfb),ppdpfb
FQA47_011483,357.8479328,0.407137032,0.204244876,1.993376968,0.046220184,0.586553765,ENSXMAG00000013314,ENSOMEG00000017528,ENSLOCG00000002553,ENSDARG00000079217,ENSOMEG00000017528,UP,112136744,Oryzias melastigma,Bardet-Biedl syndrome 9(bbs9),bbs9
FQA47_008230,1372.470042,-0.593793017,0.19694751,-3.014981081,0.002569953,0.145672729,ENSXMAG00000000817,ENSOMEG00000012622,ENSLOCG00000003560,ENSDARG00000063682,ENSOMEG00000012622,DOWN,112136304,Oryzias melastigma,formin homology 2 domain containing 3a(fhod3a),fhod3a
FQA47_012543,1004.994402,-0.893951395,0.188691011,-4.73764697,2.16E-06,0.001808365,ENSXMAG00000024881,ENSOMEG00000017781,ENSLOCG00000004313,ENSDARG00000030602,ENSOMEG00000017781,DOWN,112143982,Oryzias melastigma,ribosomal protein S19(rps19),rps19
FQA47_023573,517.089952,0.194841847,0.097852353,1.991182042,0.046460877,0.587467794,ENSXMAG00000008915,ENSOMEG00000010646,ENSLOCG00000012570,ENSDARG00000062634,ENSOMEG00000010646,UP,112163232,Oryzias melastigma,K(lysine) acetyltransferase 2B(kat2b),kat2b
FQA47_020047,426.7095241,0.245300119,0.12360282,1.984583515,0.047190828,0.590363566,ENSXMAG00000005205,ENSOMEG00000008211,ENSLOCG00000015631,ENSDARG00000004336,ENSOMEG00000008211,UP,112155879,Oryzias melastigma,exocyst complex component 4(exoc4),exoc4
FQA47_022851,1032.301871,-0.578566055,0.257505054,-2.246814369,0.024651893,0.452231721,ENSXMAG00000004578,ENSOMEG00000017565,ENSLOCG00000016195,ENSDARG00000101082,ENSOMEG00000017565,DOWN,112162284,Oryzias melastigma,"eukaryotic translation initiation factor 3, subunit 6 interacting protein(eif3s6ip)",eif3s6ip
FQA47_003704,1348.277687,-0.504427047,0.202092389,-2.496021993,0.012559481,0.335016252,ENSXMAG00000000225,ENSOMEG00000015294,ENSLOCG00000007567,ENSDARG00000100252,ENSOMEG00000015294,DOWN,112145017,Oryzias melastigma,capping actin protein of muscle Z-line subunit beta(capzb),capzb
FQA47_003589,1095.395266,-0.754331653,0.204529578,-3.688129898,0.000225908,0.034558529,ENSXMAG00000006662,ENSOMEG00000022606,ENSLOCG00000009285,ENSDARG00000039150,ENSOMEG00000022606,DOWN,112148415,Oryzias melastigma,legumain(lgmn),lgmn
FQA47_007110,1400.801632,-0.40157306,0.12893492,-3.114540737,0.001842315,0.120888245,ENSXMAG00000018821,ENSOMEG00000009034,ENSLOCG00000015292,ENSDARG00000034270,ENSOMEG00000009034,DOWN,112138440,Oryzias melastigma,oxoglutarate dehydrogenase a(ogdha),ogdha
FQA47_006613,1007.176318,-0.801528593,0.247541025,-3.237962648,0.001203866,0.094646952,ENSXMAG00000003191,ENSOMEG00000001710,ENSLOCG00000004002,ENSDARG00000103799,ENSOMEG00000001710,DOWN,112161074,Oryzias melastigma,lysyl-tRNA synthetase 1(kars1),kars1
FQA47_017930,1229.084701,-0.55135773,0.156547753,-3.521977936,0.00042834,0.051796479,ENSXMAG00000013397,ENSOMEG00000012841,ENSLOCG00000015897,ENSDARG00000008785,ENSOMEG00000012841,DOWN,112141240,Oryzias melastigma,dihydrolipoamide dehydrogenase(dldh),dldh
FQA47_003144,1195.182258,-0.311264532,0.134822468,-2.308699262,0.020960275,0.426271625,ENSXMAG00000029109,ENSOMEG00000003764,ENSLOCG00000006972,ENSDARG00000042824,ENSOMEG00000003764,DOWN,112154225,Oryzias melastigma,nfe2 like bZIP transcription factor 1b(nfe2l1b),nfe2l1b
FQA47_018118,1013.931397,-0.606913604,0.296400667,-2.047612141,0.040598019,0.55367674,ENSXMAG00000021867,ENSOMEG00000009277,ENSLOCG00000007879,ENSDARG00000103413,ENSOMEG00000009277,DOWN,112146967,Oryzias melastigma,retbindin(rtbdn),rtbdn
FQA47_005122,58.35848377,0.496237286,0.250630587,1.979955013,0.047708584,0.591663101,ENSXMAG00000016487,ENSOMEG00000016486,ENSLOCG00000002111,ENSDARG00000103607,ENSOMEG00000016486,UP,112161126,Oryzias melastigma,WT1 interacting protein(LOC112161126),LOC112161126
FQA47_023965,1150.667826,-0.497763423,0.172697709,-2.88228156,0.003948068,0.189272835,ENSXMAG00000014733,ENSOMEG00000017688,ENSLOCG00000003110,ENSDARG00000002549,ENSOMEG00000017688,DOWN,112141103,Oryzias melastigma,"eukaryotic translation initiation factor 3, subunit E, a(eif3ea)",eif3ea
FQA47_015285,1503.950934,-0.323858191,0.110697792,-2.925606601,0.003437854,0.173906089,ENSXMAG00000026333,ENSOMEG00000008586,ENSLOCG00000011595,ENSDARG00000039117,ENSOMEG00000008586,DOWN,112154410,Oryzias melastigma,"TEF transcription factor, PAR bZIP family member a(tefa)",tefa
FQA47_022624,1129.369727,-0.540129945,0.209992691,-2.572136878,0.010107292,0.305649097,ENSXMAG00000024769,ENSOMEG00000007496,ENSLOCG00000004171,ENSDARG00000010516,ENSOMEG00000007496,DOWN,112151536,Oryzias melastigma,ribosomal protein L21(rpl21),rpl21
FQA47_011827,1164.469188,-0.631404544,0.21531782,-2.932430506,0.003363202,0.172884913,ENSXMAG00000021671,ENSOMEG00000011294,ENSLOCG00000013512,ENSDARG00000054818,ENSOMEG00000011294,DOWN,112158778,Oryzias melastigma,ribosomal protein L32(rpl32),rpl32
FQA47_002033,10.58095911,1.21162251,0.611980134,1.979839611,0.047721554,0.591663101,ENSXMAG00000023586,ENSOMEG00000016868,ENSLOCG00000008291,ENSDARG00000037408,ENSOMEG00000016868,UP,112141163,Oryzias melastigma,TBC1 domain family member 10A(si:ch211-266k8.4),si:ch211-266k8.4
FQA47_003053,1384.222192,-0.510929592,0.176503306,-2.894730994,0.003794836,0.185939415,ENSXMAG00000025417,ENSOMEG00000015761,ENSLOCG00000008038,ENSDARG00000055534,ENSOMEG00000015761,DOWN,112144202,Oryzias melastigma,rhodopsin kinase grk7a(LOC112144202),LOC112144202
FQA47_014848,217.7369582,0.345729349,0.174638242,1.979688676,0.047738522,0.591663101,ENSXMAG00000012808,ENSOMEG00000015240,ENSLOCG00000003896,ENSDARG00000104256,ENSOMEG00000015240,UP,112151052,Oryzias melastigma,beta-carotene oxygenase 1(bco1),bco1
FQA47_016554,1313.480221,-0.254903593,0.127480791,-1.999545119,0.045549405,0.583004837,ENSXMAG00000008171,ENSOMEG00000020087,ENSLOCG00000000655,ENSDARG00000013965,ENSOMEG00000020087,DOWN,112151438,Oryzias melastigma,cullin 2(cul2),cul2
